10000	0.031250
20000	0.187500
30000	0.468750
40000	0.781250
50000	1.281250
60000	1.656250
70000	2.078125
80000	2.515625
90000	3.265625
100000	4.187500
110000	4.812500
120000	5.234375
130000	5.671875
140000	6.593750
150000	7.593750
160000	8.375000
170000	9.078125
180000	10.828125
190000	11.640625
200000	12.546875
210000	13.484375
220000	15.343750
230000	17.078123
240000	
